"ALTITUDE","MEAN_ANNUAL_AIR_TEMP","MEAN_MONTHLY_MAX_TEMP","MEAN_MONTHLY_MIN_TEMP","MEAN_ANNUAL_WIND_SPEED","MEAN_CLOUD_COVER","MEAN_ANNUAL_SUNSHINE","MEAN_ANNUAL_RAINFALL","MAX_MONTHLY_WIND_SPEED","MAX_AIR_TEMP","MAX_WIND_SPEED","MAX_RAINFALL","MIN_AIR_TEMP","MEAN_RANGE_AIR_TEMP"
826,5.6,8.8,3,3,71,1426,956,4,27.4,28.5,40,-14.5,5.8
46,9.4,13.6,5.6,2,67,1395,774,3,32.1,33.9113090040162,35,-10.4,8
973,6.4,10.3,3.2,3,65,1787,857,3,29.3,32.2,43,-15.3,7.1
200,9.5,14.4,4.8,1,64,405.691047314089,761,2,33,20.0578374729492,38,-14.7,9.6
85,10.6,14.6,6.6,1,74,682.076446332503,630,2,33.5,48.8012727790745,36,-10.7,8
45,10.3,14.1,6.7,2,67,1394,700,3,33.4,35.4259758439846,35,-10.9,7.4
92,10.1,14.5,5.6,2,68,1515,797,3,33.4,26.3,36,-13.3,9
288,8.5,13.3,3.6,2,64,926,611,2,33,19.0966982225189,32,-18.1,9.6
416,8.3,12.9,4.4,2,74,1678,705,3,32.8,23.4043355198344,33,-15.8,8.5
136,8.9,13.7,5,2,63,1573,549,3,32.3,11.9039921699557,35,-14.8,8.8
76,9,13.5,4.8,2,67,1816.86864960613,516,3,34.1,47.3588708253344,34,-14.8,8.8
442,9.6,14,6,2,71,1661,836,2,32.8,26.7,46,-9.9,8
312,8.4,12.9,4,2,74,1359,790,2,33.1,51.931611296325,37,-16.6,8.9
520,7.6,12.3,3.2,2,69,1583,918,2,31.3,32.2640565144364,45,-18.9,9.1
225,8.8,14,4.4,1,64,284.657447318081,853,2,33.2,20.4421443762956,38,-15,9.6
40,8.5,13.3,4.6,3,71,1324,551,3,34,28.2,32,-14.1,8.7
155,10.5,15.1,6.2,2,67,1769,853,2,34.3,25.4,38,-12.4,9
685,7,11.3,3,2,66,1644,944,2,30.2,54.1291695449734,42,-17.6,8.3
602,7.2,11.4,2.7,1,66,168.067223786376,1027,2,30.8,15.6583936276846,49,-18.7,8.7
393,7.8,13,3.1,2,65,1463,715,2,32.3,34.7399342460092,39,-16.9,9.9
175,8.9,13.7,4.1,5.49912485200912,68.5135185683612,261.960151765496,541,4.79833215894178,33.1,9.26301573584788,34,-17,9.6
5,8.8,11.2,6.1,4,69,1530,743,4,28.7,28.3951447822154,31,-9.1,5.1
119,9.2,13.4,5,2,65,1482,476,3,33.1,8.8220140790334,35,-15.6,8.4
199,9,13.9,4.3,1,65,1273.75310939038,643,2,33.4,11.9388710159808,37,-17.4,9.6
5,7.5,11.2,4.2,2,68,1652,855,3,28,18.0911399743753,37,-14.5,7
7,8.4,11.8,4.7,3,66,1503,778,4,29.4,30.3,32,-13.6,7.2
356,7.9,11.9,4.3,2,71,1551,682,3,31.3,26.5,33,-15.5,7.6
138,9.1,13.1,5.2,2,66,1533,606,2,32.8,24.5,37,-15,7.9
131,9.1,13.3,5.1,3,66,1612,511,4,33.2,28.8,33,-14.8,8.1
286,8.4,13,4.2,2,70,1383,1031,3,32.3,33.285552966129,38,-15.2,8.8
758,7.1,10.7,4,3,67,1753,1025,3,29.3,40.7512367720017,45,-14.4,6.7
14,8.7,12.2,5.2,2,67,1143.14746833965,700,3,30.3,12.1588060108013,34,-12.7,7
92,9.8,13.7,6.1,2,62,1667,1285.68248881889,3,33.9,47.5566220418084,46.3066321888473,-15.1,7.6
43,10.5,14.3,6.7,2,68,1420,715,3,33.2,39.5829939278308,34,-9.7,7.6
284,8.9,13.8,4.7,2,63,1395,823,2,32.1,42.2001765795983,39,-13.8,9.1
185,9.4,14.2,5,1,65,1428,643,2,33,11.2277474819683,33,-14.1,9.2
96,9.8,15,5.4,2,62,1827,574,2,34.9,21.8818766527809,32,-13.3,9.7
98,8.8,13,4.9,3,66,1657,556,3,33.5,27.7,33,-15.3,8.1
445,8.4,12,5,2,65,1645.5135402563,1117,2,30.8,37.803290311317,47,-13.2,6.9
22,9.2,13.3,5.6,2,69,1437,751,3,32.1,27.7,35,-11.1,7.7
157,9.2,13.2,5.5,2,70,1464,912,3,32.4,27.3,38,-13.7,7.7
92,9.9,14.1,5.6,2,67,1548,780,2,33.2,30.2530413834145,36,-12.9,8.5
26,8.7,11.1,6.5,4,67,1744,698,5,27.6,36.9,33,-8.6,4.6
500,6.6,12.5,3.3,2,59,1242.35632495908,800,3,33.1,21.4649905345403,39,-16.6,9.3
22,8.8,13,4.7,2,74,1319,744,3,31.9,23.7,36,-13.1,8.3
161,8.5,14.1,4.5,1,67,1525,771,2,34.1,15.9468004301423,37,-16,9.7
100,9.3,14.2,4.9,1,67,1360.64550421061,602,2,32.9,6.73868571310304,35,-14.5,9.2
95,10.3,14.6,6.1,2,60,1649,597,3,34.4,15.7492969771381,36,-12.7,8.9
56,8.9,13.6,4.7,2,66,962.016549788881,536.58317882102,4,34,48.7489346155897,55.2857631484512,-9.4,9
15,8.3,12,5,3,67,1627,644,3,30.8,31,30,-12.7,7
16,8.7,13.5,4.8,2,66,1507,656,3,33.5,27.6,34,-14.3,8.6
5,8.3,12,4.8,3,63,1218.06177810114,633,4,31,44.7972845113371,29,-14.1,7.3
17,8.9,13.1,4.5,2,69,1577,539,3,32.5,26.9,33,-15.2,8.5
444,7.8,11.4,4.8,3,72,1398,1235,3,30.4,34.3,45,-12.5,6.6
58,9.6,13.8,5.2,2,68,1425,803,3,32,41.5495742702158,35,-12.9,8.6
11,8.6,12.7,4.6,2,66,1556,620,3,32.1,24.4,30,-14.8,8.2
76,9.1,13.4,5,2,66,1634,505,3,33.4,27.1,31,-14.9,8.5
195,10.1,14.2,6.2,1,66,1472,559,2,33.9,22.6,30,-11,8
418,8.2,12.8,3.9,2,66,1517.05287942896,660,2,32.2,11.6230421519838,36,-18,8.9
413,8,12.2,4.1,2,66,1484,884,2,31.2,10.0994754746323,36,-13.6,8.3
12,9.3,13.5,4.8,3,66,1647,464,3,33.9,27,32,-15.5,8.8
187,8.6,12.8,4.4,2,66,1361,662,2,32.6,53.0236533283722,32,-14,8.4
639,6.7,10.7,3.2,2,72,1329,853,3,29.8,26.4,44,-17.9,7.5
547,7.1,10.5,4.2,3,72,1471,1109,3,29,26.3,43,-12.9,6.3
5,8.1,10.6,5.4,2.2304386717733,69.6652664702851,1451.47574443836,549,2.87121848063543,34.7411628394388,25.8245648024138,30,-17.6576489742845,5.3
81,8.1,12.3,4.5,2,69,1503,660,3,32.3,26.1,34,-15.1,7.8
230,9.1,13.6,4.8,2,65,1808.75125946151,582,3,32.7,27.2328396545025,31,-13.6,8.9
460,8.9,12.8,5.2,1,66,811.190615906846,845,2,31.6,12.147553102416,48,-12.3,7.6
450,7.7,11.9,3.7,2,70,1519,660,3,31.6,26.2,31,-15.1,8.1
157,8.8,13.2,4.8,3,60,575.402265029028,629,4,33,33.3392961455509,40,-16,8.3
615,7.7,12.3,3.6,2,67,1617,974,2,31.9,22.4,49,-17.1,8.8
250,8.9,13.8,4.5,2,67,930,672,2,34,17.4742899820674,35,-16.5,9.4
313,8,13.1,3.4,1,69,1722,936,2,32.7,15.4198944798671,42,-18,9.7
981,6.8,12.2,2.5,1,63,755.890762521885,1381,2,31,38.7059954903787,61,-16.9,9.8
508,7.8,10.7,4.9,3,66,19.3222884410061,953,3,28.8,18.0840461812448,41,-13.4,5.8
265,8.6,13.2,4,2,68,339.386221318971,797,2,32.6,44.7251023422694,37,-16.1,9.2
406,8.2,13.2,3.6,2,68,1700,865,2,32.4,27.7,46,-19.4,9.6
63,8.7,13.1,4.6,2,69,1670,543,3,33.4,24.1,38,-16.7,8.4
515,9.5,13.6,5.5,2,65,1735,955,2,33,28.1,52,-13.8,8.1
521,7.4,12.3,4.2,1,66,1781,830,2,31.4,8.54278865801171,45,-13.7,8.1
515,8,12.7,3.9,2,65,1642,920,2,31.8,45.3125185940415,48,-17.4,8.8
515,8,12.6,3.7,2,65,1675,930,2,31.6,25.385128175444,46,-17,8.9
529,7.7,12.5,3.3,2,66,1668,941,3,31.6,28.1,50,-18.7,9
750,6.6,11.2,2.3,2,65,1593,895,3,30.7,24.3,39,-18.8,8.9
62,9.2,13.3,5.4,2,66,1499,740,3,32.1,26.8,33,-12.6,7.9
344,8.4,13.6,3.8,1,67,1568,1079,2,32.8,41.9723066163249,48,-15.4,9.9
125,8.6,13.3,4.1,2,64,1704,642,3,33.6,37.2504680810496,38,-17.8,9.2
380,8,13.8,3.1,1,68,1555.67832266539,789,2,32.7,26.2486335450783,41,-17.2,10.6
148,9.2,13.5,5.1,2,64,426.724649668671,589,3,32.6,35.4708823144436,32,-13.3,8.4
81,8.1,12,4.7,3,67,1549,500,4,31.6,32.7,33,-14.7,7.3
212,9.7,14.5,5.4,1,59,441.378518133424,786,2,34,3.82350012760144,36,-14.2,9.1
111,9.9,14.8,5.3,1,65,1431,650,2,33.9,14.7707974581979,35,-13,9.1
845,5.5,9.2,2.4,3,72,1492,1166,3,29,28,50,-15.1,6.6
500,6.9,10.6,3.4,3,68,1313,801,3,30.2,39.3960484062089,36,-15.7,7.3
26,8.3,12.3,4.6,2,66,1570,779,3,31.6,14.6659076539334,36,-13.8,7.7
185,8.9,12.9,5.3,2,67,141.571891205851,950,3,30.8,44.9036529245321,38,-13,7.6
236,9.6,14.4,5,1,63,453.605909646954,848,2,33.4,19.3420756520471,37,-13,9.3
38,8.7,13,5.2,2,65,1645,533,3,32.1,27.4,31,-14.7,7.8
315,8.3,13,4,2,68,1594,669,3,32.9,38.5310056261485,35,-17.2,9
163,10.1,14.6,5.9,2,66,1643,641,2,33.2,26.6,36,-12.2,8.6
64,8,12.2,3.9,2,68,1619,605,3,31.7,29.1,32,-18.1,8.3
180,9.8,14,5.8,2,68,1351.5215894077,655,2,33.4,50.9003944906406,32,-12.9,8.2
250,8.6,13.4,4.3,1,67,1564.39854277624,951,2,32.8,9.64687307407148,39,-16,9.2
451,7.5,12.3,2.8,2,67,918.435335039627,701,3,31.1,10.2491372384364,35,-19.7,9.5
25,9.2,13.3,5.2,2,66,1337,689,3,32.8,38.0503047998762,34,-13.6,8.2
435,8.3,12.9,3.9,2,67,1472,638,2,32.4,25.461904092296,35,-17.9,9
11,9.1,11.5,6.8,4,67,1675,720,5,29.8,33.8,33,-8.2,4.6
24,9.5,13.7,5.7,2,66,716.080069090705,789,3,32.4,45.937249385938,34,-12.1,7.9
627,6.7,10.1,3.8,3,69,1383,841,4,28.5,29.4,39,-13.6,6.3
335,8.4,12.9,4,2,67,406,662,2,32.2,52.8576223734533,38,-17.8,8.9
368,8.7,13.6,3.8,1,64,454.944843198173,742,2,33.4,7.35969337443821,40,-16.4,9.8
314,8.9,13.3,4.1,2,67,1707,627,3,33.8,26.2,36,-16.5,9.2
280,8.7,14,3.8,1,68,1494,789,2,33,27.0191522568464,41,-16.6,10.3
518,7.8,13.2,3.5,2,65,1467,1345,2,32.1,39.2300484805135,65,-18.2,9.7
484,7.7,13.2,3.2,1,66,1596,876,2,32.4,22.1,45,-18.9,9.5
806,6.1,12.1,1.2,1,65,1602,1740,1,30.8,23,64,-21.6,10.9
596,7.2,11.5,3.2,2,66,497,788,2,31,8.1904784808401,35,-17.2,8.3
276,9.5,14.2,5.3,2,64,1739,805,2,33.6,27.2,39,-14.3,8.8
110,9.9,14,6,2,67,1559,623,2,32.7,21.1,33,-10.6,8.1
153,10.4,14.9,6.4,2,68,205.08406756632,892,2,33.8,53.9436728141271,38,-13.1,8.5
5,8.6,12.6,4.8,2,70,1462,729,3,31,29.4,32,-13.5,7.8
150,9,13.8,5.1,3,64,1707,582,3,34.1,28.1,38,-16,8.7
95,9.4,13.2,5.8,2,69,1446,826,3,32,28.5,41,-12.4,7.4
246,8.5,12.2,4.8,3,72,1249,446,3,32.6,29,36,-13.9,7.5
312,8.3,13,3.7,2,67,719.929727462586,605,2,33.1,16.5814991984051,30,-15.8,9.4
1010,6.6,10.3,3.1,2,63,1055.79258961929,1610,3,28.3,6.30169100018684,60,-16.5,7.2
549,7.7,11.9,3.9,2,62,1716,795,3,31.8,38.459409814165,38,-15.5,7.9
409,8.1,12.8,4,1,67,1697,928,2,31.4,27.2,41,-16.6,8.8
175,9.9,14.6,5.4,2,63,0,736,2,32.9,43.5398313092999,33,-12.7,9.1
152,9.9,14.5,5.2,2,65,1475,702,2,33.3,21.6571068369783,32,-12.5,9.4
246,9,14,4.6,2,63,1588,783,2,32.7,22.3052929704543,40,-14.3,9.3
630,7.2,11.8,3,2,68,1506,840,3,30.6,18.2985565999523,42,-17.8,8.8
100,10.2,14.7,5.9,2,64,400.384040143806,743,3,33.8,7.83863207239192,36,-13,8.7
385,8.6,13,4.5,1,65,821.041731736157,867,2,32,22.2554406134412,38,-13,8.5
386,8,12.3,3.8,2,67,1400,611,3,32.2,26.8,37,-18,8.5
24,8.2,11.6,5.2,2,67,1565,683,3,29.5,12.7896976379678,34,-12.4,6.4
368,7.6,12.6,3.6,2,65,402.410774463322,933,2,32.3,30.8707128917566,40,-17.1,9
81,8.8,13.3,4.9,3,67,1718,587,4,33.8,31.1,36,-15.1,8.3
550,7.8,12.3,4.2,2,70,1711,930,3,31.5,29.2494099571602,46,-16.3,8.1
40,7.8,10.9,4.9,3,70,1462,595,3,29.2,29.4,34,-11.6,6
142,8.9,13,4.5,2,67,1506,479,3,32.5,22.6,35,-14.7,8.5
27,8.3,12.3,4.2,2,66,1580,773,2,31,51.5242727255216,35,-15.1,8
13,8.3,12.3,4,2,68,1262,694,3,31,26.5,39,-14.3,8.3
407,9.2,13.6,5.2,2,69,927.244993779343,796,2,31.5,21.0367248395458,44,-13.2,8.3
40,9.3,13.5,5.3,2,67,1280,677,3,33.1,27.2680455948692,33,-13.5,8.2
200,8.6,13.3,4.4,1,64,653.307839634828,583,2,33.5,7.96782467230223,35,-16.8,8.9
1640,3.7,7.4,0.8,2,63,1662,1897,3,25.5,47.2353957272833,65,-17.5,6.5
440,8.6,13.4,4.4,2,67,1702,947,2,32.8,23.9,45,-15.5,9.2
365,8.3,12.9,4.1,2,67,1651,619,2,33.3,27.5,33,-15.9,8.9
470,8.3,13.5,4,1,65,1503,1558,2,32.7,23.7808623186545,68,-18,9.5
764,4.6,8.6,0.6,3,69,1199.8726031743,888,3,28.3,40.9629171938403,45,-21.3,8.1
131,10,15,5.6,1,68,1615,890,2,34.1,12.473042002134,43,-13.8,9.4
282,10.4,15.1,6.3,2,66,1631,992,2,34.3,6.5,43,-11.3,8.8
116,9.9,14.5,5.3,2,72,1612,789,2,33.7,26.3,41,-13.6,9.1
464,7.4,11.7,3.5,2,71,1393,786,2,31.4,26.7654623817187,44,-17.8,8.2
440,7.8,11.5,4.4,3,67,691.721963904332,1076,3,29.4,42.6953403515043,50,-13.8,7.1
444,8.6,13.7,4.2,2,66,1604,1093,2,32.9,6.96382491658442,51,-17.6,9.5
4,8.7,11.9,5.9,3,69,1747,592,4,31.6,31.7,32,-11.2,6
32,8.8,12.9,4.9,2,67,1404,752,3,32.1,29.9,35,-14.3,8
340,8.4,13.4,3.7,2,62,656.152172935195,703,2,33.7,44.9616155022057,36,-17.9,9.7
415,8.5,13,4.4,2,66,985.187947310507,680,3,32.8,19.0076974853408,36,-16,8.6
95,9,12.8,5,2,62,1423,833,2,31.6,22.2158869133098,32,-13.2,7.5
588,7.6,12.8,3,1,68,1600,794,2,31.8,19.5616959924344,39,-17.7,9.8
102,9.8,14.3,5.5,2,66,1507,520,2,33.8,5.68718322629575,31,-12.9,8.8
461,8.8,12.4,5.6,2,61,1366.65722928848,663,3,32,29.9996486316202,36,-12,6.8
320,9.3,13.2,5.4,2,67,1674,844,3,31.8,27.2,37,-12.2,7.9
193,10.3,14.3,5.8,1,67,1458,800,2,32.6,38.0901774931233,36,-11.6,8.5
456,7.9,12.9,3.4,2,68,1695,1081,2,32.4,49.4132947935257,49,-17.3,9.5
138,8.9,13,5,2,69,1437,692,3,32.3,5.08909827151801,38,-16.1,8.2
135,9.3,13.3,5.6,2,70,1496,799,3,32.3,26.3,35,-13,7.6
23,8,12.8,4.2,2,68,1527,552,3,32.2,53.7484526722226,33,-17.6,8.6
510,8,11.5,4.9,2,68,408.156023221556,947,3,31.1,19.0958250420634,42,-12.9,6.5
5,8.8,11.7,5.9,3,69,1620,808,4,30,33.5,34,-11.3,5.7
81,9,13.3,4.9,3,68,1517,741,3,32.3,51.2264892303618,32,-15.6,8.4
155,9.9,14.5,5.4,2,65,1662,631,3,33.8,38.5241828772239,31,-13.4,9.1
212,10.2,15.2,5.9,2,68,761.929334962275,754,3,34.5,26.3753682401264,41,-13.8,9.2
609,5.7,10,1.7,2,73,1368,1257,3,29.1,45.0321460088715,53,-18.1,8.4
501,7.7,11.6,4,3,74,1323,585,3,32,27.5,42,-14.6,7.6
42,8.4,11.8,5.1,3,69,1621,893,3,29.6,29.8,36,-11.8,6.7
19,7.9,11.3,4.7,2,71,490.457623923663,828,3,28.8,5.79470949161332,42,-13.9,6.6
170,9.2,13.9,4.9,2,64,1513,556,2,33,41.12110011857,32,-15.3,8.9
375,7.6,11.5,3.6,2,72,1162.93025669921,936,2,30.5,21.4103344328003,37,-17.1,7.8
230,9.1,14,4.5,1,66,339.347393991426,821,2,33.4,45.6771665854147,35,-14.3,9.5
198,8.3,12.7,4.4,1.21029766765423,62.6506739577744,1594.2870297106,567,5.34732607845217,31.6,30.8448402807815,38,-18.6,8.2
223,9.2,13.9,4.8,2,64,1378.16453563329,1047,2,32.5,17.664540862618,39,-13.6,9.1
937,4.6,7.9,1.8,3,74,1339,1294,4,27.1,31.2,53,-15.4,6
708,5.6,9.6,2.1,2,65,1406,887,3,29,44.2478847021237,54,-17.9,7.5
649,6.4,10.2,3.2,3,67,1233.65346339764,1110,4,29,8.42805708718952,41,-13.4,7
400,8.8,14.1,4.7,1,63,1140.86099404003,1248,2,32.9,45.8214425978484,46,-14.7,9.5
265,8.6,12.6,4.9,2,68,1431,909,2,32,17.7811811598483,41,-13.5,7.7
415,8.7,14,4.7,1,62,687.151459178422,965,2,32.9,41.8320600289851,43,-15.6,9.3
356,8.3,13.2,3.8,2,66,1484,671,2,33.5,52.4897047908278,35,-17.4,9.4
418,6.8,11.3,1.8,2,66,1425,828,3,30.3,7.9140612809686,38,-20.8,9.5
240,9,13.7,4.9,2,65,978.07667608792,600,2,33.7,46.9454196973937,35,-14.8,9
59,8.4,12.2,4.9,3,67,1591,606,4,31.6,31.5,34,-13.5,7.3
21,9,13.5,4.7,3,68,1590,550,3,33.7,27.8,31,-15.1,8.7
186,8.5,12.4,4.7,2,69,1376,830,2,31.9,44.3130299630109,40,-15.5,7.7
49,7.9,11.4,4.1,2,67,1530,728,3,30,23.2512670318363,34,-15.4,7.3
611,6.2,10.6,1.7,2,67,1420,724,2,30.6,20.3436686499743,36,-20.2,9
229,8.5,13.1,4.3,2,70,1614.66360493144,1080,2,32.5,14.149404500681,41,-14.6,8.8
580,7.2,12.3,2.8,1,66,1073.91068419395,767,2,31.8,32.553824463929,38,-17.7,9.6
360,9,13.6,4.7,2,65,1696,912,2,33.2,48.6467871174216,49,-15.7,9
445,8.4,12.2,4.6,2,66,1550.21129379887,664,3,31.1,30.5505616181297,33,-14.2,7.6
154,9.1,12.8,5.9,3,70,576.779312430881,1085,3,31.6,33.4414121676935,42,-11.4,6.9
76,8.6,12.9,4.5,2,69,1507,772,3,32.4,27.2,35,-14.7,8.4
216,8.3,12.9,4.1,2,63,1478,562,2,33.3,37.4196246981854,31,-16.6,8.9
626,6.3,10,3.5,3,73,1461,941,3,29.4,27.6,41,-14.5,6.4
265,8.1,12.5,3.3,2,72,1306,680,2,31.1,30.5595691583119,37,-17.1,9.1
199,8.9,13.1,4.5,2,72,1306,645,2,32.3,29.5470664194552,34,-16.3,8.5
598,6.6,11.2,2.4,2,68,1307.50393481459,1017,3,31.2,4.61610428600106,45,-19.2,8.8
494,6.6,10.9,2.4,2,70,489.222870036028,822,3,29.7,6.20935423935298,40,-19.1,8.5
734,7.2,10.9,4.1,3,68,1695,1058,4,29.6,34.2,47,-14.6,6.8
40,8.2,11.6,4.9,2,69,1433,750,3,28.4,50.732209467981,32,-11.8,6.7
350,8.4,13.2,3.9,2,66,1702,700,2,32.6,26.5,35,-18.2,9.1
224,11,15.4,7,1,61,1835,641,2,34.7,42.6489197043236,37,-11.1,8.4
286,9.9,14.1,6.2,2,65,1669,658,2,33.2,24.4,41,-11.4,7.9
314,10,14.2,6.1,2,66,1673,647,3,33.4,27.1,38,-12.4,8.1
371,8.9,13.3,4.6,2,66,1708,705,3,32.8,26.6,38,-14.9,8.8
401,8.5,12.9,4.5,2,63,1717,676,2,32.1,13.9545711129438,36,-15.3,8.3
395,8.3,12.6,4.1,2,69,1097.15753619699,770,2,31.7,36.6382057694253,35,-15.8,8.5
38,8.3,12.3,4.7,3,65,1556,535,4,32.3,32.5,30,-14.5,7.6
7,8.8,12.9,4.6,3,69,1320,744,3,31.7,36.8152174597606,34,-14.3,8.3
633,6.6,10.6,2.7,2,68,888.460971703287,972,3,30.2,23.760314952652,44,-17.9,7.9
386,8.5,12.8,5.3,3,66,1516,955,3,31.8,28.7,41,-11.3,7.1
500,7.2,11.6,3.1,2,73,489.25042227935,692,3,31.1,44.8213938417146,34,-18.5,8.5
870,6,11.5,1,1,65,1649,1233,2,30,31.4246825918788,49,-21.4,10.4
37,9.9,14.3,6.2,2,64,1042.23394259764,772,3,33.3,48.4991989029339,34,-10.5,8.1
491,6.3,9.9,3,2,66,1685.74545971071,1096,3,28.7,31.7423563719029,43,-16.1,6.9
80,8.9,13,4.8,2,66,1638,536,3,33.3,49.555429636687,37,-16.9,8.2
626,7.4,12.2,3.3,2,63,858,1517,2,31.5,33.4667990343412,70,-18.5,9
635,8,12.6,4.3,2,64,1507,1431,2,31.2,25.1849143744446,59,-15.3,8.3
2,8.5,11.8,5.4,2,65,1626,629,3,30.3,31.1,32,-12.6,6.4
10,8.6,13,4.6,2,56,1673,614,3,32.8,51.7540588109521,31,-14.9,8.4
132,9.8,14.4,5.6,2,67,1254,733,2,33.4,39.6064141249051,33,-11.8,8.8
265,9.5,13.9,5.6,2,69,1583,741,3,33.8,30.7,34,-11.8,8.3
700,5.7,11.5,0.3,2,71,1664.86012301594,788,2,29.7,24.6719231084688,33,-23.4,11.1
559,8.2,13,3.7,2,65,506.111583290156,1047,2,32.6,4.72738622787874,50,-17.1,9.3
370,8.5,13.5,3.9,2,68,1644,850.067271582317,2,32.7,26.2,65.7400014474988,-16.3,9.6
446,8.9,13.2,5,1,66,1660,857,2,31.5,32.4200711795827,45,-12.9,8.2
1,8.3,12.2,4.7,3,66,1619,547,3,32,28.1,32,-15.6,7.4
50,8.5,12.6,4.4,2,65,1504,624,3,32.1,28.5482043812051,32,-15.7,8.2
308,8.7,13.1,4.3,2,65,593.457168329041,642,3,33,48.1730380717898,37,-16.4,8.8
567,8.1,12.4,3.9,2,69,1631,727,2,31.6,24,37,-15.6,8.5
95,8.4,12.9,4.1,1,70,1819.49307256006,780,2,32.5,44.8490607389947,33,-16,8.8
291,8.6,13.8,3.5,1,64,1453,750,2,33.5,46.9320488651982,36,-17.3,10.3
720,6.6,11.9,1.7,2,66,1144.50765060866,865,2,31.3,22.3787453623489,42,-20.1,10.2
51,8.7,12.3,5,2,70,1306,779,3,30.9,47.9344705985393,37,-14.6,7.5
223,10.2,14.8,6,2,64,1690,697,2,33.9,11.4425776580581,37,-13.3,8.8
105,11,15.6,6.6,1,59,1730.28180857981,671,2,35.4,18.0314893199364,34,-11.7,9
176,9,13.2,5.1,1,69,1147,795,2,32.5,37.4686104709515,35,-14.9,8.2
35,9,13,5.2,3,69,861.219368491787,856,4,32.4,53.1578706283588,37,-12.7,7.8
246,8.5,12.4,5,3,68,1674,637,4,32.4,36,41,-15.5,7.4
376,7.8,11.4,4.2,2,75,751.012967158575,616,2,30.1,33.2283567009261,34,-14.5,7.2
380,8.5,12.3,4.9,2,66,1437,738,3,31.1,30.3927990165073,36,-13.8,7.4
940,5.7,9.7,2.6,2,64,1514,1333,2,27.7,23.2,56,-15.7,7.1
330,9.1,14.1,4.9,1,66,1216.93917848589,1094,2,33,6.86950235599652,50,-13.9,9.3
348,7.8,12.7,4.4,2,65,281.231854693498,714,3,33,52.736462615151,37,-15.1,8.4
4,9.1,11.7,6.7,3,67,1524,780,4,29,9.87197499310132,33,-8.3,5.1
73,8.1,12.1,4.6,2,69,1582,582,3,31.9,25.6,30,-14.6,7.5
270,8.2,13,3.7,1,72,1057.51258946955,686,2,32.2,8.26234670095146,33,-17.3,9.2
443,7.9,13.2,3.6,1,67,440.688245554455,1083,1,32.2,48.2785878026159,52,-17.9,9.6
921,5.1,8.4,2.4,4,72,1572,1092,5,27.2,35,42,-15.4,6
440,7.7,12.4,3.5,2,66,1593,684,2,32.6,23.2,35,-17.7,8.9
425,7.5,12.4,3.3,2,61,1776.51459665829,669,2,31.7,29.4727168021025,34,-19.4,9.2
150,8.6,13.2,4.2,2,70,1110.12113015074,737,2,32.2,20.8434973640367,34,-14.9,8.9
264,8.5,13.2,4.5,2,67,1477,550,3,32.9,29.8,34,-16.1,8.7
553,8.3,12,5.3,4,66,1677,594,5,32,39.4,33,-12.2,6.7
219,9.4,14.2,5.2,2,68,1528,735,2,33,48.9638985853642,36,-14.7,8.8
380,9.1,12.9,5.5,2,67,1509,1206,2,31.8,5.41456721799914,48,-11.6,7.5
317,7.5,12.6,2.8,2,67,950.744876500685,755,2,32.3,15.7800997190177,36,-18.3,9.7
439,8.2,12.8,3.9,2,67,1727,663,3,32.7,25.8,36,-18,8.9
109,9.6,14.2,5.9,2,64,743.150389705319,492,2,34.4,38.4677627306199,35,-13.9,8.3
1832,2.5,5.7,0.618895495729521,4,67,1698,1871,5,22.8,47.9,72,-18.6,5.9
216,8,12.9,3.4,2,66,1624.93511511059,567,3,32.5,15.2038303777343,30,-19,9.5
234,8.8,12.7,4.6,2,71,1467,561,3,31.9,32.3,38,-16.3,8.1
140,9.1,14,4.9,1,63,1289,683,2,33.9,19.883976700902,37,-14.1,9.1
3,8.2,10.8,5.6,4,69,1700,714,4,28,12.5861827461747,32,-10.6,5.2
3,8.7,11.4,6.1,4,65,1753,553,5,28.4,31.3,30,-9.5,5.3
235,8.4,12.7,4.8,1,65,672.11358239688,695,2,31.8,44.2721939763986,36,-12.9,7.9
187,9.2,12.6,5.1,3,71,1544,594,3,33,26.9,34,-13.6,7.6
385,8,13.3,3.8,1,63,532.089712159708,1238,2,32.1,11.1872439278057,55,-14.7,9.6
310,8.1,12,4.2,2,75,1357,631,2,30.8,45.3472282784758,35,-14.9,7.8
1,8.5,11.7,5.6,2,65,315.01110400632,748,3,29.9,20.5153903456638,33,-11.3,6.1
105,9,13.6,5.2,2,68,1637,572,3,34.1,27,33,-15.4,8.4
66,8.7,13.4,4.6,2,58,1505,577,3,33.8,22.6955540866591,29,-15.2,8.8
133,8.7,13.2,4.5,2,70,1489,659,2,32.2,35.6021439015865,37,-16.2,8.7
464,7.9,12.5,3.5,2,64,1624,824,3,32.4,8.68000402296893,38,-19.5,9
291,9.7,15,5.5,1,67,1413,1277,1,34.4,4.91068262346089,51,-12.7,9.4
82,9.8,14,5.9,2,65,317.829043818638,660,2,34.2,53.9487614068901,34,-13.1,8.1
88,10.3,14.6,6.2,2,66,889.850649795495,558,3,34,33.2889117061393,34,-11.4,8.4
170,9.3,13.7,4.9,1,68,466.973258035723,580,2,32.7,43.2820647891611,30,-15.5,8.8
268,9.4,13.9,5.3,2,66,1651,592,3,33.8,29.7,33,-14.1,8.6
